MUNICIPALIDAD_RAW,CATEGORIA,MUNICIPALIDAD_LIMPIA
M. P. DE NAZCA,A,NAZCA
M. D. DE VILLA MARIA TRIUNFO,C,VILLA MARIA TRIUNFO
M. P. DE AREQUIPA,A,AREQUIPA
M. D. DE VILLA EL SALVADOR,C,VILLA EL SALVADOR
M. P. DE CAJAMARCA,A,CAJAMARCA
M. P. DE CUTERVO,A,CUTERVO
M. P. DE CORONEL PORTILLO,A,CORONEL PORTILLO
M. P. DE CHOTA,A,CHOTA
M. P. MORROPON - CHULUCANAS,A,MORROPON CHULUCANAS
M. P. DE PISCO,A,PISCO
M. P. DE SULLANA,A,SULLANA
M. P. DE ISLAY - MOLLENDO,A,ISLAY MOLLENDO
M. P. DE TACNA,A,TACNA
M. P. DE JAEN,A,JAEN
M. P. DE TUMBES,A,TUMBES
M. P. DE ANDAHUAYLAS,A,ANDAHUAYLAS
M. D. DE LURIGANCHO (CHOSICA).,C,LURIGANCHO CHOSICA
M. P. DE CASMA,A,CASMA
M. P. DE CHINCHA -CHINCHA ALTA,A,CHINCHA CHINCHA ALTA
M. P. DE MELGAR - AYAVIRI,A,MELGAR AYAVIRI
M. D. DE SANTIAGO DE SURCO,C,SANTIAGO DE SURCO
M. P. DE LAMBAYEQUE,A,LAMBAYEQUE
M. P. DE RIOJA,A,RIOJA
M. P. DE CHACHAPOYAS,A,CHACHAPOYAS
M. D. DE SAN MARTIN DE PORRES,C,SAN MARTIN DE PORRES
M. D. SAN JUAN DE MIRAFLORES,C,SAN JUAN DE MIRAFLORES
M. P. DE TAMBOPATA,A,TAMBOPATA
M. P. DE HUARMEY,A,HUARMEY
M. P. DE MOYOBAMBA,A,MOYOBAMBA
M. P. DE HUANCAVELICA,A,HUANCAVELICA
M. P. DE BAGUA,A,BAGUA
M. P. DE FERREÑAFE,A,FERRENAFE
M. P. DE PUNO,A,PUNO
M. P. DE HUANTA,A,HUANTA
M. D. DE PACHACAMAC,C,PACHACAMAC
M. P. DE CHANCHAMAYO,A,CHANCHAMAYO
M. P. DE BARRANCA,A,BARRANCA
M. D. DE SANTA ANITA,C,SANTA ANITA
M. P. DE HUANUCO,A,HUANUCO
M. P. DE CHUPACA,A,CHUPACA
M. D. DE LURIN,C,LURIN
M. P. DE TARMA,A,TARMA
M. P. DE UTCUBAMBA,A,UTCUBAMBA
M. P. MARISCAL CACERES -JUANJUI,A,MARISCAL CACERES JUANJUI
M. P. SAN MARTIN - TARAPOTO,A,SAN MARTIN TARAPOTO
M. P. DE YAULI - LA OROYA,A,YAULI LA OROYA
M. D. DE BARRANCO,C,BARRANCO
M. D. DE PUCUSANA,C,PUCUSANA
M. D. DE LINCE,C,LINCE
M. D. DE PUNTA NEGRA,C,PUNTA NEGRA
M. D. DE SAN MARCOS,G,SAN MARCOS
M. D. DE MEGANTONI,G,MEGANTONI
M. D. DE QUELLOUNO,G,QUELLOUNO
M. D. DE UNIÓN ASHANINKA,G,UNI N ASHANINKA
M. D. DE LIVITACA,G,LIVITACA
M. D. DE CCATCA,G,CCATCA
M. D. DE BAJO BIAVO,G,BAJO BIAVO
M. D. DE KUMPIRUSHIATO,G,KUMPIRUSHIATO
M. D. DE PONTO,G,PONTO
M. D. DE MANITEA,G,MANITEA
M. D. DE COYLLURQUI,G,COYLLURQUI
M. D. DE OLMOS,G,OLMOS
M. D. DE OCONGATE,G,OCONGATE
M. D. DE COLQUEMARCA,G,COLQUEMARCA
M. D. DE CHALACO,G,CHALACO
M. D. DE OLLANTAYTAMBO,G,OLLANTAYTAMBO
M. D. DE YAMANGO,G,YAMANGO
M. D. DE VILLA KINTIARINA,G,VILLA KINTIARINA
M. D. DE CAJARURO,G,CAJARURO
M. D. DE PULAN,G,PULAN
M. D. SANTA MARIA DEL VALLE,G,SANTA MARIA DEL VALLE
M. D. DE UMARI,G,UMARI
M. D. DE PACAIPAMPA,G,PACAIPAMPA
M. D. DE PATAZ,G,PATAZ
M. D. DE HUALGAYOC,G,HUALGAYOC
M. D. DE QUIQUIJANA,G,QUIQUIJANA
M. D. DE VINCHOS,G,VINCHOS
M. D. DE MAQUIA,G,MAQUIA
M. D. DE ANDOAS,G,ANDOAS
M. D. DE HUANCARAY,G,HUANCARAY
M. D. DE PARINARI,G,PARINARI
M. D. DE HUARANGO,G,HUARANGO
M. D. DE CHAVIN,G,CHAVIN
M. D. DE LA YARADA-LOS PALOS,G,LA YARADA LOS PALOS
M. D. DE HUACAR,G,HUACAR
M. D. DE QUINJALCA,G,QUINJALCA
M. D. DE QUILLO,G,QUILLO
M. D. DE CASHAPAMPA,G,CASHAPAMPA
M. D. DE CAYARANI,G,CAYARANI
M. D. DE TIGRE,G,TIGRE
M. D. DE YANATILE,G,YANATILE
M. D. DE YAURISQUE,G,YAURISQUE
M. D. DE ENCAÑADA,G,ENCANADA
M. D. DE ANRA,G,ANRA
M. D. DE SANAGORAN,G,SANAGORAN
M. D. DE MARANURA,G,MARANURA
M. D. DE PAIMAS,G,PAIMAS
M. D. DE CHILLIA,G,CHILLIA
M. D. DE YAUYA,G,YAUYA
M. D. DE MARCAPATA,G,MARCAPATA
M. D. DE CANCHAQUE,G,CANCHAQUE
M. D. DE COLQUEPATA,G,COLQUEPATA
M. D. DE TABACONAS,G,TABACONAS
M. D. DE LLUSCO,G,LLUSCO
M. D. DE CAPACMARCA,G,CAPACMARCA
M. D. DE HUARMACA,G,HUARMACA
M. D. DE ACORIA,G,ACORIA
M. D. DE SARTIMBAMBA,G,SARTIMBAMBA
M. D. DE COLASAY,G,COLASAY
M. D. DE QUIÑOTA,G,QUINOTA
M. D. EL CARMEN DE FRONTERA,G,EL CARMEN DE FRONTERA
M. D. DE NAPO,G,NAPO
M. D. DE RIO SANTIAGO,G,RIO SANTIAGO
M. D. DE SURCUBAMBA,G,SURCUBAMBA
M. D. DE CHINCHAO,G,CHINCHAO
M. D. DE TROMPETEROS,G,TROMPETEROS
M. D. DE CHURUBAMBA,G,CHURUBAMBA
M. D. DE SAN JOSE DE LOURDES,G,SAN JOSE DE LOURDES
M. D. DE HUASMIN,G,HUASMIN
M. D. DE MARAS,G,MARAS
M. D. DE TAHUANIA,G,TAHUANIA
M. D. DE QUEROCOTILLO,G,QUEROCOTILLO
M. D. DE MANSERICHE,G,MANSERICHE
M. D. DE TAMBILLO,G,TAMBILLO
M. D. DE PACHAMARCA,G,PACHAMARCA
M. D. DE LLACANORA,G,LLACANORA
M. D. DE ALTO TRUJILLO,G,ALTO TRUJILLO
M. D. DE INCAHUASI,G,INCAHUASI
M. D. DE CUSIPATA,G,CUSIPATA
M. D. DE SAN FRANCISCO DE CAYRA N,G,SAN FRANCISCO DE CAYRA N
M. D. DE QUICHUAS,G,QUICHUAS
M. D. DE TORRES CAUSANA,G,TORRES CAUSANA
M. D. DE YURUA,G,YURUA
M. D. DE LAS PIRIAS,G,LAS PIRIAS
M. D. DE CHECCA,G,CHECCA
M. D. DE YAMON,G,YAMON
M. D. DE MACHE,G,MACHE
M. D. DE PAROBAMBA,G,PAROBAMBA
M. D. DE JESUS,G,JESUS
M. D. DE VIZCATÁN DEL ENE,G,VIZCAT N DEL ENE
M. D. DE SAN MIGUEL DE CAURI,G,SAN MIGUEL DE CAURI
M. D. DE YAUYUCAN,G,YAUYUCAN
M. D. DE LIMATAMBO,G,LIMATAMBO
M. D. DE CCAPI,G,CCAPI
M. D. DE PARARIN,G,PARARIN
M. D. DE YUYAPICHIS,G,YUYAPICHIS
M. D. DE MARCABAL,G,MARCABAL
M. D. DE RANRACANCHA,G,RANRACANCHA
M. D. DE CASCA,G,CASCA
M. D. DE KUNTURKANKI,G,KUNTURKANKI
M. D. DE ARAMANGO,G,ARAMANGO
M. D. DE ASILLO,G,ASILLO
M. D. DE GREGORIO PITA,G,GREGORIO PITA
M. D. DE CALAMARCA,G,CALAMARCA
M. D. DE SAN SALVADOR,G,SAN SALVADOR
M. D. DE QUEROCOTO,G,QUEROCOTO
M. D. DE CACERES DEL PERU,G,CACERES DEL PERU
M. D. DE ASUNCION,G,ASUNCION
M. D. DE OMIA,G,OMIA
M. D. DE SAN FELIPE,G,SAN FELIPE
M. D. DE ANDAYMARCA,G,ANDAYMARCA
M. D. DE ACORA,G,ACORA
M. D. DE CHUGAY,G,CHUGAY
M. D. DE HUANUHUANU,G,HUANUHUANU
M. D. DE BALSAPUERTO,G,BALSAPUERTO
M. D. DE PINRA,G,PINRA
M. D. DE CCARHUAYO,G,CCARHUAYO
M. D. DE KAÑARIS,G,KANARIS
M. D. DE SAN GABAN,G,SAN GABAN
M. D. NICOLAS VALCARCEL,G,NICOLAS VALCARCEL
M. D. DE SAPILLICA,G,SAPILLICA
M. D. DE CALLAYUC,G,CALLAYUC
M. D. DE PARAS,G,PARAS
M. D. DE CHIGUIRIP,G,CHIGUIRIP
M. D. DE COCHORCO,G,COCHORCO
M. D. DE CASITAS,G,CASITAS
M. D. DE SUYCKUTAMBO,G,SUYCKUTAMBO
M. D. DE PARIACOTO,G,PARIACOTO
M. D. DE OCORURO,G,OCORURO
M. D. DE MACATE,G,MACATE
M. D. DE HUANCANO,G,HUANCANO
M. D. DE CHALAMARCA,G,CHALAMARCA
M. D. DE LANCONES,G,LANCONES
M. D. DE ANGUIA,G,ANGUIA
M. D. DE ITUATA,G,ITUATA
M. D. DE CONDEBAMBA,G,CONDEBAMBA
M. D. DE SAN PABLO DE PILLAO,G,SAN PABLO DE PILLAO
M. D. DE MIRACOSTA,G,MIRACOSTA
M. D. DE IPARIA,G,IPARIA
M. D. DE SANTIAGO DE PUPUJA,G,SANTIAGO DE PUPUJA
M. D. DE AGALLPAMPA,G,AGALLPAMPA
M. D. DE RONDOS,G,RONDOS
M. D. DE ACOSTAMBO,G,ACOSTAMBO
M. D. DE KELLUYO,G,KELLUYO
M. D. DE VALERA,G,VALERA
M. D. DE ASQUIPATA,G,ASQUIPATA
M. D. DE SANTO DOMINGO,G,SANTO DOMINGO
M. D. DE ONGON,G,ONGON
M. D. DE CAMPANILLA,G,CAMPANILLA
M. D. DE YANAMA,G,YANAMA
M. D. DE YANAQUIHUA,G,YANAQUIHUA
M. D. DE ORURILLO,G,ORURILLO
M. D. DE PEVAS,G,PEVAS
M. D. DE QUEHUE,G,QUEHUE
M. D. DE COCABAMBA,G,COCABAMBA
M. D. DE LOCROJA,G,LOCROJA
M. D. DE TARACO,G,TARACO
M. D. DE HUAMBOS,G,HUAMBOS
M. D. DE POMATA,G,POMATA
M. D. DE VILCANCHOS,G,VILCANCHOS
M. D. DE SAMAN,G,SAMAN
M. D. DE CHUNGUI,G,CHUNGUI
M. D. DE SHILLA,G,SHILLA
M. D. DE CONCHAN,G,CONCHAN
M. D. DE AMBAR,G,AMBAR
M. D. DE CARACOTO,G,CARACOTO
M. D. DE CARABAMBA,G,CARABAMBA
M. D. SAN ANDRES DE CUTERVO,G,SAN ANDRES DE CUTERVO
M. D. DE TURPO,G,TURPO
M. D. DE MATACOTO,G,MATACOTO
M. D. STO.DOMINGO DE LA CAPILLA,G,STO DOMINGO DE LA CAPILLA
M. D. DE IGUAIN,G,IGUAIN
M. D. DE PINTO RECODO,G,PINTO RECODO
M. D. DE SALCAHUASI,G,SALCAHUASI
M. D. DE DANIEL ALOMIA ROBLES,G,DANIEL ALOMIA ROBLES
M. D. DE SAN MARTIN,G,SAN MARTIN
M. D. DE PATIBAMBA,G,PATIBAMBA
M. D. DE HERMILIO VALDIZAN,G,HERMILIO VALDIZAN
M. D. DE SIMBAL,G,SIMBAL
M. D. DE LANGUI,G,LANGUI
M. D. DE TUMBADEN,G,TUMBADEN
M. D. DE LAS AMAZONAS,G,LAS AMAZONAS
M. D. DE BOQUERON,G,BOQUERON
M. D. SAN MIGUEL DE EL FAIQUE,G,SAN MIGUEL DE EL FAIQUE
M. D. DE CORTEGANA,G,CORTEGANA
M. D. DE SUCRE,G,SUCRE
M. D. DE LLAPA,G,LLAPA
M. D. DE HUANCASPATA,G,HUANCASPATA
M. D. DE PUÑOS,G,PUNOS
M. D. DE CCORCCA,G,CCORCCA
M. D. DE PUSI,G,PUSI
M. D. DE HUARIBAMBA,G,HUARIBAMBA
M. D. DE QUISQUI,G,QUISQUI
M. D. DE JILILI,G,JILILI
M. D. DE ARAPA,G,ARAPA
M. D. DE QUIACA,G,QUIACA
M. D. DE SHUNTE,G,SHUNTE
M. D. DE PAJARILLO,G,PAJARILLO
M. D. DE PISUQUIA,G,PISUQUIA
M. D. DE OXAMARCA,G,OXAMARCA
M. D. STO. DOMINGO DE OLLEROS,G,STO DOMINGO DE OLLEROS
M. D. DE CABANILLA,G,CABANILLA
M. D. DE TAPAY,G,TAPAY
M. D. DE YURACMARCA,G,YURACMARCA
M. D. DE QUINUABAMBA,G,QUINUABAMBA
M. D. DE MARIATANA,G,MARIATANA
M. D. DE CHAMBARA,G,CHAMBARA
M. D. DE HUATA,G,HUATA
M. D. DE HUAMANQUIQUIA,F,HUAMANQUIQUIA
M. D. DE PAMPACOLCA,E,PAMPACOLCA
M. D. DE ONGOY,G,ONGOY
M. D. DE GUZMAN BARRON,G,GUZMAN BARRON
M. D. DE SORAS,E,SORAS
M. D. DE JAQUI,E,JAQUI
M. D. DE PAICO,E,PAICO
M. D. DE CHAVIÑA,F,CHAVINA
M. D. DE CONDORMARCA,G,CONDORMARCA
M. D. SANTIAGO DE LUCANAMARCA,F,SANTIAGO DE LUCANAMARCA
M. D. DE SAN PEDRO DE LARCAY,F,SAN PEDRO DE LARCAY
M. D. DE HUANCARQUI,E,HUANCARQUI
M. D. DE SAN ANTONIO DE CHUCA,F,SAN ANTONIO DE CHUCA
M. D. DE CHACHAS,F,CHACHAS
M. D. DE CURIBAYA,E,CURIBAYA
M. D. DE MORCOLLA,E,MORCOLLA
M. D. DE SANTO TOMAS DE PATA,G,SANTO TOMAS DE PATA
M. D. DE CAPASO,G,CAPASO
M. D. DE LLOQUE,E,LLOQUE
M. D. DE HUACHOS,G,HUACHOS
M. D. DE SAN JUAN LOPECANCHA,G,SAN JUAN LOPECANCHA
M. D. DE EL ORO,E,EL ORO
M. D. DE HUANCARAYLLA,E,HUANCARAYLLA
M. D. DE CHICCHE,F,CHICCHE
M. D. DE YANACA,F,YANACA
M. D. DE ANDARAY,G,ANDARAY
M. D. DE CALLALLI,F,CALLALLI
M. D. DE GRANADA,F,GRANADA
M. D. DE ROBLE,F,ROBLE
M. D. DE CHUMPI,E,CHUMPI
M. D. DE BOLOGNESI,G,BOLOGNESI
M. D. DE TUTI,E,TUTI
M. D. DE SAN SALVADOR DE QUIJE,G,SAN SALVADOR DE QUIJE
M. D. DE TARUCACHI,E,TARUCACHI
M. D. DE QUICACHA,F,QUICACHA
M. D. DE LARAMATE,F,LARAMATE
M. D. TORIBIO CASANOVA,G,TORIBIO CASANOVA
M. D. DE SAN MATEO OTAO,G,SAN MATEO OTAO
M. D. DE MOLLEBAMBA,F,MOLLEBAMBA
M. D. DE LA PRIMAVERA,E,LA PRIMAVERA
M. D. DE HUAROCHIRI,E,HUAROCHIRI
M. D. DE ALCA,E,ALCA
M. D. DE SACSAMARCA,F,SACSAMARCA
M. D. DE HUAYLLAPAMPA,F,HUAYLLAPAMPA
M. D. DE MUSGA,G,MUSGA
M. D. DE MADRIGAL,E,MADRIGAL
M. D. DE POCOHUANCA,F,POCOHUANCA
M. D. DE MARISCAL BENAVIDES,F,MARISCAL BENAVIDES
M. D. DE HUACASCHUQUE,F,HUACASCHUQUE
M. D. DE PARCO,E,PARCO
M. D. DE BAMBAS,E,BAMBAS
M. D. DE TRITA,F,TRITA
M. D. DE SALAMANCA,F,SALAMANCA
M. D. DE OLLARAYA,G,OLLARAYA
M. D. DE LLIPATA,E,LLIPATA
M. D. DE LEONCIO PRADO,F,LEONCIO PRADO
M. D. DE ZUÑIGA,F,ZUNIGA
M. D. DE HUAC - HUAS,G,HUAC HUAS
M. D. SAN JOSE DE USHUA,F,SAN JOSE DE USHUA
M. D. DE HUACAÑA,E,HUACANA
M. D. DE YARUMAYO,G,YARUMAYO
M. D. DE CARANIA,E,CARANIA
M. D. SAN ROQUE DE CUMBAZA,F,SAN ROQUE DE CUMBAZA
M. D. DE TAURIA,E,TAURIA
M. D. DE PUTINZA,E,PUTINZA
M. D. DE CATAHUASI,F,CATAHUASI
M. D. DE UPAHUACHO,G,UPAHUACHO
M. D. DE VILCA,G,VILCA
M. D. DE LARI,E,LARI
M. D. DE COALAQUE,F,COALAQUE
M. D. DE CHILCAYMARCA,F,CHILCAYMARCA
M. D. DE PACAPAUSA,F,PACAPAUSA
M. D. DE QUERCO,F,QUERCO
M. D. DE ARENAL,E,ARENAL
M. D. DE CURASCO,F,CURASCO
M. D. DE CHOCOS,G,CHOCOS
M. D. DE POLOBAYA,F,POLOBAYA
M. D. DE HUAQUIRCA,F,HUAQUIRCA
M. D. DE TAURIPAMPA,E,TAURIPAMPA
M. D. DE HUANDOVAL,F,HUANDOVAL
M. D. DE MANTA,G,MANTA
M. D. DE IRAY,F,IRAY
M. D. DE PICHIRHUA,G,PICHIRHUA
M. D. DE UTICYACU,G,UTICYACU
M. D. DE ICHUPAMPA,E,ICHUPAMPA
M. D. DE SHUPLUY,G,SHUPLUY
M. D. DE SILLAPATA,G,SILLAPATA
M. D. DE CUPISNIQUE,G,CUPISNIQUE
M. D. DE CHILCAS,G,CHILCAS
M. D. DE SAYLA,F,SAYLA
M. D. DE ANDAJES,E,ANDAJES
M. D. DE CAYARA,E,CAYARA
M. D. SANTA CRUZ DE ANDAMARCA,F,SANTA CRUZ DE ANDAMARCA
M. D. DE OMAS,F,OMAS
M. D. DE PACCHO,F,PACCHO
M. D. DE COCHAPETI,G,COCHAPETI
M. D. DE HUAMALI,E,HUAMALI
M. D. DE LA LIBERTAD,G,LA LIBERTAD
M. D. DE CARHUAPAMPA,E,CARHUAPAMPA
M. D. DE SAN JUAN DE IRIS,E,SAN JUAN DE IRIS
M. D. SAN JUAN DE SIGUAS,E,SAN JUAN DE SIGUAS
M. D. DE MARCAS,F,MARCAS
M. D. DE PAUCAR,E,PAUCAR
M. D. DE TOTORA,G,TOTORA
M. D. DE SONCHE,F,SONCHE
M. D. DE MADEAN,F,MADEAN
M. D. DE COROSHA,G,COROSHA
M. D. DE HUAYRAPATA,F,HUAYRAPATA
M. D. DE CUTURAPI,F,CUTURAPI
M. D. DE LANGA,F,LANGA
M. D. DE CHINCHIHUASI,G,CHINCHIHUASI
M. D. DE SAN JOSE - CUENCA,G,SAN JOSE CUENCA
M. D. DE SAN CARLOS,E,SAN CARLOS
M. D. DE INGUILPATA,F,INGUILPATA
M. D. DE SUCCHA,F,SUCCHA
M. D. DE SANTO TORIBIO,G,SANTO TORIBIO
M. D. DE LLAPO,E,LLAPO
M. D. DE SORAYA,G,SORAYA
M. D. DE QUILCA,G,QUILCA
M. D. DE LLUTA,F,LLUTA
M. D. DE PARARCA,F,PARARCA
M. D. DE CHILCAYOC,F,CHILCAYOC
M. D. DE ALCAMENCA,E,ALCAMENCA
M. D. DE SANTA CRUZ DE TOLEDO,G,SANTA CRUZ DE TOLEDO
M. D. DE SAUCEPAMPA,G,SAUCEPAMPA
M. D. DE PICHOS,F,PICHOS
M. D. DE JACAS CHICO,G,JACAS CHICO
M. D. DE ATAURA,E,ATAURA
M. D. SAN LORENZO DE QUINTI,E,SAN LORENZO DE QUINTI
M. D. DE SURCO,F,SURCO
M. D. DE AYAVIRI,E,AYAVIRI
M. D. DE TNT. MANUEL CLAVERO,G,TNT MANUEL CLAVERO
M. D. DE VILAVILA,F,VILAVILA
M. D. DE YORONGOS,E,YORONGOS
M. D. DE ESTIQUE PAMPA,E,ESTIQUE PAMPA
M. D. DE SITAJARA,E,SITAJARA
M. D. DE YAGUAS,G,YAGUAS
M. D. DE TARAY,F,TARAY
M. D. SANTIAGO DE TUCUMA,F,SANTIAGO DE TUCUMA
M. D. DE CHIRINOS,G,CHIRINOS
M. D. SAN SILVESTRE DE COCHAN,G,SAN SILVESTRE DE COCHAN
M. D. DE ROCCHACC,G,ROCCHACC
M. D. DE SARIN,G,SARIN
M. D. DE CHALCOS,F,CHALCOS
M. D. DE PILPICHACA,G,PILPICHACA
M. D. DE COMBAPATA,F,COMBAPATA
M. D. DE TUMAY HUARACA,G,TUMAY HUARACA
M. D. DE TAMBO DE MORA,E,TAMBO DE MORA
M. D. DE OLLACHEA,F,OLLACHEA
M. D. MARISCAL CACERES,E,MARISCAL CACERES
M. D. DE NAMORA,G,NAMORA
M. D. DE TARICA,G,TARICA
M. D. SAN JUAN DE YANAC,G,SAN JUAN DE YANAC
M. D. DE PIRA,G,PIRA
M. D. DE HUACULLANI,G,HUACULLANI
M. D. STA.ANA DE HUAYCAHUACHO,E,STA ANA DE HUAYCAHUACHO
M. D. DE PROVIDENCIA,G,PROVIDENCIA
M. D. DE MARIANO DAMASO,D,MARIANO DAMASO
M. D. DE CHACLACAYO,C,CHACLACAYO
M. D. DE BELLAVISTA LA UNION,E,BELLAVISTA LA UNION
M. D. DE SUPE PUERTO,D,SUPE PUERTO
M. D. DE CONGALLA,G,CONGALLA
M. D. DE HUARIACA,E,HUARIACA
M. D. DE JAMALCA,G,JAMALCA
M. D. DE RAGASH,G,RAGASH
M. D. DE SANCOS,F,SANCOS
M. D. HUAYLLAY GRANDE,E,HUAYLLAY GRANDE
M. D. DE TAPO,G,TAPO
M. D. DE ALTO INAMBARI,G,ALTO INAMBARI
M. D . DE CURIMANA,F,M D DE CURIMANA
M. D. DE LOMAS,E,LOMAS
M. D. DE HUACLLAN,F,HUACLLAN
M. D. DE MOLINOPAMPA,G,MOLINOPAMPA
M. D. DE PAPAYAL,F,PAPAYAL
M. D. DE HUAYNACOTAS,F,HUAYNACOTAS
M. D. DE SANTA ISABEL DE SIGUAS,G,SANTA ISABEL DE SIGUAS
M. D. DE PARAMONGA,D,PARAMONGA
M. D. DE AMOTAPE,E,AMOTAPE
M. D. DE KAQUIABAMBA,F,KAQUIABAMBA
M. D. DE YANAHUAYA,F,YANAHUAYA
M. D. DE PLATERIA,G,PLATERIA
M. D. JUAN ESPINOZA MEDRANO,E,JUAN ESPINOZA MEDRANO
